review_text,rating,actual_sentiment,predicted_lr,predicted_nb
Works great for monitoring temp of freezers; signal transmits thru the metal walls.,5.0,Positive,Positive,Positive
Works as advertised. Fitment was not an issue. Will look at purchasing again.,5.0,Positive,Positive,Positive
Just what the refrigerator needed. Fits nicely and three for a good price,5.0,Positive,Positive,Positive
"I needed to replace a water filter, this one was exactly what I was looking for. Thank you!",5.0,Positive,Positive,Positive
Easy to install.  Fit my 35yr old GE range.  The only comment I have is with the instructions. The way the instruction shows  folding wires and wire nuts back and slipping heat shrink over them does not work as shown.<br />The heat shrink is not large enough to do this. For this I only gave it four stars on install.,5.0,Positive,Positive,Positive
Installed easily. Foil Tape is required to make a good seal. It is lightweight aluminum so it can get damaged easily if dryer gets moved at all. We were having problems with loads requiring 2 cycles to completely dry. Cleaning lint from *inside* the dryer was important too. Something like this: [...],4.0,Positive,Positive,Positive
Part came wrapped in bubble wrap but was not enough. The part has some weight to it. Opened and the end white plastic pieces the wire wraps around was broken. The pic is my trying to glue it back. Took almost a week to get and this is what we get.,3.0,Neutral,Negative,Negative
"This little fridge is the perfect fit for my new in-home salon. I love how the led light is not too bright, but shows everything that is in there. Very sleek design. There was a small issue upon arrival due to the shipping, but customer service with the seller was fantastic. We were able to get everything resolved. I highly recommend!",5.0,Positive,Positive,Positive
Very compact and good at getting excess lint. I recommend using an old toothbrush to break up the lint.,4.0,Positive,Positive,Positive
It works as it should. I'll have a frost free heat pump!,5.0,Positive,Positive,Positive
The plug in feature is nice it made placing the fixture easy to install. Not too loud. To a bit to get the stack lined up but not impossible. I purchased one from Home Depot same model it arrived with the motor smashed so please check it out before installing. You can even plug it in to a regular receptacle to make sure it works. Looks very good clean modern and upscale. I will be usingthis in my other houses buyers seem to like it.,5.0,Positive,Positive,Positive
"Ge dishwasher gsd1900 series, started smelling like burnt plastic and stopped draining, took a look under and the drain solenoid was melt. Found this one and bought it, buy cheap get cheap, less than month later and this one melted",1.0,Negative,Negative,Negative
This part works better than the old motor.,5.0,Positive,Positive,Positive
"Bought it for use in our second floor guest room, while our kitchen was under renovation. Larger than we expected, but perfect height to use as a mini counter.  It has because an intragal part of our lives now, because it is so convenient, for cold drinks, morning cereal, afternoon snacks etc.  Wish<br /> we had done it years ago.",5.0,Positive,Positive,Positive
"Such a helpful addition. It had a lot more space then I expected. The different functions are great. Easy to hook up, practical size. Best part it's not loud at all!!",5.0,Positive,Positive,Positive
The new element and fuses were easy to install and my dryer is running smoothly,5.0,Positive,Positive,Positive
"This is the worst machine ever, too many buttonS,  too much time spent on sensing??????  YOU CANNOT PUT CLOTHES IN THE MIDDLE?  TOO MUCH TIME BETWEEN CYCLES,  THE MACHINE SITS AND SITS  5 minutes to change,  someone in design had way too much time on there hands.<br />DO NOT BUY THIS MACHINE.",1.0,Negative,Negative,Negative
It fit perfectly. Now I have an extra one just in case. I would recommend this product.,5.0,Positive,Positive,Positive
"This was an exact replacement for my washer.  Worked perfectly right after install.  Just make sure you do your homework and know what model washer you have.  If this fits your washer, it's a good quality part that fits and works.",5.0,Positive,Positive,Positive
The unit worked great for 3 weeks ..then the scooper started to twist and get stuck. I emailed the company and they had me a brand new unit in about 1 week . customer service for this company was amazing. I thought it would take weeks to get a replacement but i had anew one in less than 1 week. makes 9 cubes in about 9 minutes . I love it.,5.0,Positive,Negative,Negative
"If you set it and forget it, you’ll have some ice!",5.0,Positive,Positive,Positive
We purchased an ice machine a couple months ago and at first it was wonderful. Then it started to say the ice was full all the time and wouldn’t produce ice. We ran a cleaning cycle and rebooted the machine and it began to work again. Slowly the arm that moves the ice kept going further and further to the left side and catching on the wall. I’m guessing this burned up the motor as this thing is toast. Save yourself the trouble and go with a different model. That was some expensive ice!,1.0,Negative,Negative,Negative
mine came and wasnt working wasnt making ice,1.0,Negative,Positive,Positive
"not my favorite, should have returned it when there was still time, never gets used, takes too long to make one cup of ice and if you don't go take it out of the machine as soon as it is made then it melts.",2.0,Negative,Negative,Positive
Stopped working. Manual doesn't have the number to call for support.  Email only and will follow up when contact is made.<br />Troubleshooting guide doesn't cover my issue I'm having. The Troubleshooting is very very vague.,1.0,Negative,Negative,Negative
[[VIDEOID:205c6b5bdd21fe0f08170fc5f1b4bbc3]] I like the color tiffany 💙💙 the machine doesn't have so much noise as I thought.easy to handle according to the instructions,5.0,Positive,Positive,Positive
"I have used it for  6 years almost every day, it still looks like brand new.",5.0,Positive,Positive,Positive
"This part is a perfect fit.  A little complicated to install. Make sure you put the back tabs in first, then the front ones. I have been waiting for over 4 months through the manufacturer for this part, still on backorder. I got the one on Amazon in 2 days, put part on myself, and finally don't have to prop rack up with a big spoon!",5.0,Positive,Positive,Positive
"Been using one of these filters for a little over 5 months, and it has done little to nothing to filter out the chlorine in in our local water. Even the single filter we had used (irresponsibly) for years prior to installing this one did a better job. Wouldn't reccomend this to anyone.",1.0,Negative,Positive,Positive
"I have 4 of those WINIX air cleaners from Costco and it was time for filter replacement. I was a bit skeptical about the replacement filters from Amazon so I got 2 sets from Amazon and another 2 WINIX brand sets from Costco. Amazon ones came a lot quicker. Then the ones from Costco arrived. They are almost identical except the one from Amazon does not have WINIX logo on the container box and the hepa filter itself. From the look, I cannot tell the difference in quality. Maybe WINIX brand filters better may be not.<br />I will see how they perform over the next year but for now I’m happy with what I paid for. They’re half the price.",5.0,Positive,Positive,Positive
"It is really dirty and it seems like someone used it before.I replace the first one. However, i just got a new one today, but it also seems like someone used it before. I had really bad experience shopping this time.",1.0,Negative,Positive,Positive
Not  satisfied,1.0,Negative,Positive,Positive
Sonic ice,5.0,Positive,Positive,Positive
Exact replacement!,5.0,Positive,Positive,Positive
I bought this unit to replace the pump on my washer. As I was taking the old one out I found a bad wire. To be honest I repaired the wire and keeping this as a spare. The High rating is because it comes with a new wiring harness that is greatly improved and looks easy to install.,5.0,Positive,Positive,Positive
"Good price and no issues installing. The problem is one of them broke after about one month. It was just past the return date, but Amazon stood behind it and refunded me. Hopefully just a bad batch. Just ordered another and we will try again",1.0,Negative,Negative,Negative
Product exactly like the original.  No problem replacing air filter.,5.0,Positive,Positive,Positive
"Horrible filter. When it arrived carbon was all inside of the box, leaked all.over the pre filter, onto my floor and couch. Waste of money. Was sent a second filter from them. EXACT SAME ISSUE. Never buy this filter. I'd recommend spending the extra on hydrokraken as I did and get what you deserve.",1.0,Negative,Negative,Negative
Came fast works great,5.0,Positive,Positive,Positive
Me agradó en gran manera quedo como si hubiera venido de fabrica y es un lavaplatos modelo viejo,5.0,Positive,Positive,Positive
"Great vendor, price and product!",5.0,Positive,Positive,Positive
They both broke within a week of installation.,1.0,Negative,Negative,Negative
They lasted a week. Very disappointed! Do not buy!,1.0,Negative,Negative,Negative
Exactly as others described. Looks like a cheap 3D printed replica. Not OEM by Alliance.  Returned and bought original part from other vendors. Huge difference in quality PVC vs cheap plastic.  So frustrating this was labeled as ‘Amazon Choice’.,1.0,Negative,Negative,Positive
It's just a matter of finding out the amount of pressure and grinding of the coffee. It's a really great choice if you don't want to throw away tons of garbage by using disposable capsules.<br />Coffee tastes great when you find the right way to fill it. around 5 grams of moka grind coffee worked for me and my Nespresso Inissia.<br />I absolutely recommend this.,5.0,Positive,Positive,Positive
This will solve your LE error problem for LG brands and Kenmore washer machines. Excellent. Please go to this site to get instruction how to replace part yourself<br />[...],5.0,Positive,Positive,Positive
"Perfect fit, works as advertised.",5.0,Positive,Positive,Positive
Arrive prepared to install with lock nut adhesive already applied to bolt. Entire project from tear down to re construct took me 20 minutes having never done it before. When finished I put a complete load in washer and had no issues. You will need gear/ machine grease not provided for the thruster washer. The amount you need would be equivalent to scooping peanut butter from the jar with and index finger.,5.0,Positive,Positive,Positive
Works well my water tastes great!,5.0,Positive,Positive,Positive
Parts work great! It was exactly what I needed!,5.0,Positive,Positive,Positive
Worked great to put agitator back on.,5.0,Positive,Positive,Positive
"Worked as intended, easy to install. Complete satisfaction.",5.0,Positive,Positive,Positive
Purchased to replace the worn out dogs and my old parts didnt have a retainer. So I purchased this and only got 3 of the 4 dogs required in the sealed bag...had to file and cut one of the old ones...,2.0,Negative,Positive,Positive
"Installation of this kit is quick and easy.  You might want to dab a bit of vaseline on the thrust washer.<br /><br />The photo shows an OEM part, but the vendor that filled my order substituted an after market part.  While the substitution worked just fine, you should be aware that some vendors will try and pull the switch on you. The after market part does not include the installation instructions. Time will tell if it lasts as long as the OEM part.",4.0,Positive,Positive,Positive
Great!!!  Fast Shipping!!!!,4.0,Positive,Positive,Positive
I got this within a week or so and was easy to install on my washing machine.<br /><br />Great job guys,5.0,Positive,Positive,Positive
"Washer agitator wasn’t coming properly, you can buy the dogs for $4 or this for $8.  As it turns out it was the tabbed base that was bad. Kit included this. Old washer works like new.  Better than my Samsung",5.0,Positive,Positive,Positive
"Funciona perfecto, It work just grate.<br /><br />Since this is a spare part there's not much to say, since it work just well. Everything on the Picture is included on the box.",5.0,Positive,Positive,Positive
What's to review?<br />It is exactly what it is suppose to be and does exactly what it was designed to do.<br />It is or equal to original equipment.,5.0,Positive,Positive,Positive
Easy and fast to install protects vent hose from damage love it . No more annoying metal clamps needed,5.0,Positive,Positive,Positive
Well worth it,5.0,Positive,Positive,Positive
"The item was just a bit difficult to determine from the photo that I was ordering the correct thing. It fit perfect, just like the original. Has been in now for 2 weeks working great. The item came in just 2 days.",5.0,Positive,Positive,Positive
"One star short of a 5 star rating due to sheets that fall and do not break apart into cubes. Dropped the cycle by the max 6 minutes. Not sure if the ""timer"" feature will change anything (anyone else try that?). But it pumps out more ice than we can use in a day! We just need to break them apart...",4.0,Positive,Negative,Negative
"Perfect replacement, I am quite happy with the item, Take the time to try a do it your-self repair, you will be glad you did.",5.0,Positive,Positive,Positive
"I bought a series of sizes, but some of my equipment seems to need intermediate sizes that are not available - one size is too small (very tight fit) & the next bigger size is too big (loose fit that might fall off).  Other wise these hoods seem very good.",4.0,Positive,Positive,Positive
Easy to put in and the only problem is I couldn't get it to work. I'm not sure if it was the stove or the element. I sent it back because I couldn't get it to heat up. This company is fast at shipping and letting me know any status on it.,5.0,Positive,Positive,Positive
My freezer kept on freezing up solid. Which left no room for the cooling air to make it to the fridge side.  So block of ice on one side and spoiled milk on the other.  Now all is perfect.,5.0,Positive,Positive,Positive
I ordered the K-Carafe cups for my Kuerig 2.0 and I really like them. I can make one cup without the Carafe or I can use them to make a pot of coffee in the carafe. The only problem I have experienced is if coffee gets on the bottom of the k cup the machine will read it as invalid. It took me a few times to realize how to fix the problem. I will say it only happens  maybe 1 out of every 10 times.,4.0,Positive,Positive,Positive
I struggled to get a reusable cup for my slim Kureig but this one actually fits and brews nicely. Other ones that don’t call it out specifically won’t shut nor make you coffee.,5.0,Positive,Positive,Positive
"DO NOT Buy these refrigerators. Purchased 4 in July 2015 for a new home. Did not install until March 2016, since home was not reAdy.  Three of the units stopped working on 2 months.  Very poor customer service. They Asked me for numbers off units, then got an email stating warranty had expired. Very dissapointed!",1.0,Negative,Negative,Negative
"just what we needed when ours cracked, fits perfectly, fast shipping, perfect condition.",5.0,Positive,Positive,Positive
Looks sharp in my new designer kitchen,5.0,Positive,Positive,Positive
Did not last plastic trim separating from tray,1.0,Negative,Positive,Positive
Perfect replacement for our broken bellow on our whirpool duet,5.0,Positive,Positive,Positive
I've purchased this filter twice and they don't work.  The water tastes horrible.  Never again.,1.0,Negative,Negative,Negative
Yes it met my expectation and it work right away,5.0,Positive,Positive,Positive
"Unfortunately I tried both of these filters and they both didn’t work with my whirlpool refrigerator. They’re supposed to but for some reason it doesn’t stay screwed into the filter slot and water has sprayed out the front of the fridge, past the filter on both filters. Waterdrop, can I be refunded for this issue?",1.0,Negative,Negative,Negative
"Reasonably priced, works great.",5.0,Positive,Positive,Positive
The part was easy to install and came on time.,5.0,Positive,Positive,Positive
The seller shipped it fast and the heating element worked great!  Would definately buy from this seller again!  Thank you!,5.0,Positive,Positive,Positive
They are worth the money and keeps the stove clean.,5.0,Positive,Positive,Positive
Great value for the money. Arrived quickly. Perfect fit. Very happy with this purchase.,5.0,Positive,Positive,Positive
Excellent product!!,5.0,Positive,Positive,Positive
I honestly don't like taste of the water. Tastes exactly like tap water.,2.0,Negative,Positive,Positive
Great product I'll definitely buy this again,5.0,Positive,Positive,Positive
Water not taste good,1.0,Negative,Positive,Positive
Fit like the original,5.0,Positive,Positive,Positive
excelente !!,5.0,Positive,Positive,Positive
Works well. Doesn’t fit perfectly but works.,4.0,Positive,Positive,Positive
They worked perfect,5.0,Positive,Positive,Positive
Perfect fit for my LG refrigerator and easy to install.,5.0,Positive,Positive,Positive
Refrigerator  👌🏾,5.0,Positive,Positive,Positive
Performs like original,5.0,Positive,Positive,Positive
So disappointed. I ordered the exact same filter previously but this one did not fit my kitchenaid refrigerator. The notches have changed and it would not click in.<br />Old one is to the right. Left is the new one.,1.0,Negative,Positive,Positive
"My oven recently stopped working, and before buying a new one I went online and found out there were many people having issues with their bake element. I decided to take a chance on replacing the bake element before buying a new oven. I’m so glad I decided to replace the bake element; it saved me a ton of money. The part was super easy to replace, and my oven worked immediately! Check out You Tube for instructional videos.",5.0,Positive,Positive,Positive
"OEM Whirlpool replacement dryer filter arrived as described, fits perfectly, no issues. The newer design has an additional frame support going across the screen which makes more sturdier than the original design.",5.0,Positive,Positive,Positive
"My husband repaired mom's  washer.  No problems, installed easily.",4.0,Positive,Positive,Positive
Product was great other than having missing parts.,2.0,Negative,Positive,Positive
The item sent was not the item shown.  These filters are some knock-off brand and the package reads &#34;like the Bunn&#34;.  They don't fit my Bunn coffee maker properly and therefore are being returned.,1.0,Negative,Negative,Negative
Item was just as described and arrived promptly.  I would order again.,5.0,Positive,Positive,Positive
I bought these before and they were get. It was time to order again and they do not fit. The head is different on these.,1.0,Negative,Negative,Positive
"The product worked perfectly for 9 months, but quickly stopped working afterwards. The original panel had a few buttons quit working after 3 years of use, and we bought this as a replacement. Now, the replacement panel quit working all together. Just be warned that this probably a temporary fix.",3.0,Neutral,Negative,Negative
Once installed it works great.  I had to use vise grips to take off the brass elbow from the old part and use with this new part.  Tighten all the way to avoid leaks.,5.0,Positive,Positive,Positive
Perfect fit. Was unsure of my model number (previous home owner removed the model sticker) but was able to compare my broken part to this one.,5.0,Positive,Positive,Positive
"Good quality, but definitely smaller than I expected.",3.0,Neutral,Positive,Positive
"My foil pans arrived crushed. The box was fine. Apparently the person who packed them in brown paper smashed them. These are very thin and flimsy. They are not heavy like the pans you can buy at grocery stores. Poor quality, and overpriced at any price.",1.0,Negative,Negative,Negative
Have used these bags for years  and am very pleased.  My order always comes just a few days after it has been placed.  While continue to use these.,5.0,Positive,Positive,Positive
Very easy to install. The items fits should’ve bought the control cover screen.,4.0,Positive,Positive,Positive
"The product did not work. The product was faulty, in that there was an error message displaying when the item power up. The error message was F31. Product had to be return. Still waiting on the seller to give me a refund",2.0,Negative,Negative,Negative
Remplazó de estufa,4.0,Positive,Positive,Positive
Had to file a little to fit. Worked great,4.0,Positive,Positive,Positive
Love the sleek design.,5.0,Positive,Positive,Positive
This replacement part is identical to the original part. No worries on it working,5.0,Positive,Positive,Positive
I love the colors and the magnet strength is perfect.,5.0,Positive,Positive,Positive
This our second time ordering and filters worked better...I guess it was more of user issues...<br />water rates better...,5.0,Positive,Positive,Positive
"Like the product, price, and no shipping charge.",5.0,Positive,Positive,Positive
"To fit Melitta, you will have to make two folds. I will not buy these again.",2.0,Negative,Negative,Positive
"This product does it's job well. Comes nicely packaged and it seems like good quality. The problem I run into is when hooked up to a drill, it tightens each rod very tightly and I need 2 sets of vice grips or pliers to get them unscrewed.",4.0,Positive,Positive,Positive
Perfect fit for my Toyota Corolla 2007. Easy to install and looks great.,5.0,Positive,Positive,Positive
"When I saw this item online, it mentioned that it was stronger than the original that came with refrigerator.  That was the biggest reason I purchased.  It arrived yesterday and, comparing it to the one I am replacing, I don't see any difference in quality.  I am hoping that over time I will be proven wrong!!!  I'm giving it 4 stars based on how it fit, etc.  Maybe down the road a year or two it will definitely deserve 5 stars.",4.0,Positive,Positive,Positive
Older oven shifted inside over time.  These are slightly larger (note dimensions...) - and were perfect to replace the old ones (which old ones kept falling...).,5.0,Positive,Positive,Positive
Producto con calidad esperada. Buena relación precio/valor.,5.0,Positive,Positive,Positive
"Was looking for water filters for my fridge and didn't want to drive all over town looking for the ones I needed.  Found them online easily, got them in a timely manner, original packaging, brand name.  Great customer service and follow-up.  I will definitely be ordering from this vendor in the future.",5.0,Positive,Positive,Positive
"Belt manufactured by CHOICE, not a Samsung Belt",1.0,Negative,Positive,Positive
"Product was shipped timely, in good order and it worked perfectly the first time.  The price was right.  Would recommend this to anyone in need of the same icemaker.",5.0,Positive,Positive,Positive
Just what I expected and much more affordable than most others.,5.0,Positive,Positive,Positive
"I really like my mesh cone filters. They work well and help reduce waste. But - my order came with 2 filters and I noted that one had a snag in the metal mesh. It didn't create a large hole but I definitely need to be careful washing it so I don't catch it on my skin.<br /><br />The company included a sheet expressly asking that you contact them for any problems, don't just return the product.<br /><br />I sent them an email as requested (several months ago) and still have yet to ever hear back from them.<br /><br />The product works great and I would definitely buy more from them if I could be assured that if they are damaged the company would do something about it.",3.0,Neutral,Positive,Positive
doesn't work well,1.0,Negative,Positive,Positive
Probably will only use one or two items out of the kit as not all pieces fit my dryer.  But the price is right and I have spares now.,4.0,Positive,Positive,Positive
"Purchased a Black Stainless unit, the doors on the top and the door on the bottom are two different shades of grey. Looks terrible. Bosch said they don't see it, looks fine to them.",1.0,Negative,Negative,Negative
"Perfect fit, great condition",5.0,Positive,Positive,Positive
Good.  It's the right one for my range,5.0,Positive,Positive,Positive
I purchased  a 4 pack as a back up. None of the cartridges work. Now I have to throw away because past return date.,1.0,Negative,Negative,Negative
Perfect replacement for my BC-41144 Deluxe Espresso Maker!,5.0,Positive,Positive,Positive
Met my expectations...,5.0,Positive,Positive,Positive
Very easy to use but not so accurate  always a couple percent off but ok,3.0,Neutral,Positive,Positive
Been trying to return this package for days now got the machine broken,1.0,Negative,Negative,Negative
I’m glad they work for my kitchenAid,5.0,Positive,Positive,Positive
Easy install part fit perfectly.,5.0,Positive,Positive,Positive
"There seem to be several filters that are offered for our refrigerator. This one fits, is available in quantity at a good price. Although we replaced the old filter, we have not yet used this new one because our water system was on boil-water warning for a while. We expect this filter will work fine.",3.0,Neutral,Positive,Positive
Right out the box it worked.. satisfied,5.0,Positive,Positive,Positive
I'm sure the valve would have worked just fine.....if I had ordered the right one. 🤦<br />  Quick shipping and no hassle return.,3.0,Neutral,Positive,Positive
"Fixed my refrigerator, easy to install",5.0,Positive,Positive,Positive
"My wife ""Oh my God, water isn't coming out of the refrigerator""! Me; ""It's OK honey, I haven't changed the water filter"". Thinking to myself, ""since we purchased the refrigerator two years ago. I'll check availability and run to Home Depot. Holy Crap $56.00 for a water filter and it isn't on the shelf"". I checked Amazon Prime and found this product. Works great and now I have spares on hand for half the price. Now if I can just remember to change the filter in six months, instead of two years.",5.0,Positive,Positive,Positive
Not compatible with my GE fridge despite stating it was.,1.0,Negative,Negative,Positive
I had to solder the bottom to seal it. Just a crimped peace of copper.,1.0,Negative,Positive,Positive
This is absolutely a great value for the price. I purchased it to replace my Maytag cocktop for which I spent over 500 dollars. Very easy to install and convenient to use. The additional rack to allow easy use of Asian type wok is such an extra surprise!,5.0,Positive,Positive,Positive
"Very fast delivery!<br />Much better than previous one, easy to light fire and control the temperature.",5.0,Positive,Positive,Positive
"Price, easy installation, and presentation.",5.0,Positive,Positive,Positive
Very slow flame,1.0,Negative,Negative,Negative
"Fast service, good product.",5.0,Positive,Positive,Positive
This fixed the top rack in my dishwasher and its also WAY more sturdier than the OEM part!!,5.0,Positive,Positive,Positive
"After one of my old wheels broke I went looking for replacement parts. I found this product. I highly recommend using video that was suggested in the instructions. My 11 year old son was able to watch the video, pause along the way and fix it. I highly recommend this product.",5.0,Positive,Positive,Positive
New parts replaced with ease. In 5 minutes installed back into dryer,5.0,Positive,Positive,Positive
My husband and I have very little handy skills but we were easily able to follow the video instructions and swap out our broken rack holders.  I’m sure it saved a considerable amount vs hiring someone to do it for us.,5.0,Positive,Positive,Positive
With youtube videos available not hard to install.  Upper rack is much sturdier now.,5.0,Positive,Positive,Positive
Easy to use. Watched You Tube for instructions,5.0,Positive,Positive,Positive
Easy to install. Saved me $450 dollars that Sears wanted to charge for parts and installion. Just search the YouTube video for installation as the instructions are terrible that come with the product.,5.0,Positive,Positive,Positive
We needed this as a replacement part for our dishwasher. This included removal instructions (even though the part looked different than this one which as great!) and it also has pretty easy assembly instructions. You can still change the height of the rack with this part too. Super sturdy and glad we got this one!,5.0,Positive,Positive,Positive
"This took us about 30 minutes to figure out how to change it out and change it.  It works great.  The wheels had broken off our top dishwasher rack, this product fixed the problem.",5.0,Positive,Positive,Positive
Worked perfectly installed same as original part was basically plug and play first impression is very happy with the product,5.0,Positive,Positive,Positive
Perfect fit hooked it up in 5 minutes and made my dryer work again. Thanks for the fast shipping and business.,5.0,Positive,Positive,Positive
Buy something and receive it like this is not good,1.0,Negative,Negative,Positive
"This product was a perfect fit for my appliance, shipping was prompt and price was fair.<br />Due to a terminal illness of a family member I did not have it installed until after the return date.<br /> I have since discovered that this product is not a quality repair choice. I've used it for just days and a few uses and it's failed. I can not advise it's use under any circumstances!",1.0,Negative,Positive,Positive
it was a replacement part for the ice maker on my frig.,5.0,Positive,Positive,Positive
This product was what I needed to make my stove work properly and it did the job.  I would buy it again if I needed it.,5.0,Positive,Positive,Positive
"Not completely sure yet. The first one (exactly like this one, different name brand) didn't last a year. This one seems to be stronger in all it's operations and not as noisy. But I'm not complaining, it saves me lots of money. And this time I bought an extended warranty. It's compact size is perfect for my motel room where I live and work. Plumbing was no issue. I hooked up hoses under the sink and drain into the toilet. PERFECT!!!",4.0,Positive,Positive,Positive
This replacement part was a good price and arrived in two days with Amazon. Fantastic! These major appliance repairs instantly become the priority in my house.,5.0,Positive,Positive,Positive
Looks like they’ll do the job.,5.0,Positive,Positive,Positive
Cleans my clothes well and quickly!,5.0,Positive,Positive,Positive
I purchased this kit because i needed to replace the drum liners and figured I would replace the wheels while i had it apart. The original wheels were perfect fine. These new wheels already have visible wear-marks and cause a loud noise while the dryer is running. The axels were completely cleaned of lint and hair. and greased prior to installing the new wheels.,2.0,Negative,Positive,Positive
Didn't fix my problem so on to something else,3.0,Neutral,Positive,Positive
Awesome. Quick delivery fit perfectly,5.0,Positive,Positive,Positive
Works perfectly with my Duet wed9200sq1.  Fairly easy to install by watching video online.,5.0,Positive,Positive,Positive
"Rollers worked, belt to small. Amazon's site says it would work, will have to purchase belt separately now.",1.0,Negative,Negative,Positive
"This was a great kit, like the title says it will work on a 110.68942891.  Every appliance parts catalog/ sales rep I found could not find a kit for my dryer.  I took a gamble and it does fit.",5.0,Positive,Positive,Positive
had my duet dryer fixed and running smooth in about an hour,5.0,Positive,Positive,Positive
Very good for the price,5.0,Positive,Positive,Positive
I was worried this wouldn't be a direct replacement since it was so much cheaper but it is exactly the right filter and arrived in just a few days!,5.0,Positive,Positive,Positive
Only lasted a week before it went out,1.0,Negative,Negative,Negative
I have nothing negative to comment about this door shelf. As far as I can tell it’s better than the original factory shelf and much less expensive,5.0,Positive,Positive,Positive
The magnet on the back is not glued on  very well.  Mine popped off after just a few days.  Maybe super glue can fix it...,1.0,Negative,Negative,Negative
"This product while looks close to the OEM, is different in material. The product is made of a Ridgid hard rubber that doesn't have much play in it. Plus a tad bit thicker then the OEM. Now don't get me wrong you can make it work, but it will require playing with to work it into position. Overall if your handy and want to save the few bucks go ahead. But given the rigidity of the rubber I question how long it will last. Go OEM is my choice next time.",2.0,Negative,Negative,Positive
If your LG electric dryer will not heat there is a very good chance these low cost parts will be the answer you seek. Using youtube videos it is very easy to repair and get back in service,3.0,Neutral,Positive,Positive
Fit my dryer and fixed the problem.  Quite easy to install.,5.0,Positive,Positive,Positive
Excelente la recomiendo 100% lavo todos lo días esta lavadora es súper me encanta  déja ropa muy limpia y casi seca es perfecta,5.0,Positive,Positive,Positive
"Washer works good , however not happy with spin dryer !",3.0,Neutral,Positive,Positive
Noise is louder than expected but it does the job,5.0,Positive,Positive,Positive
Was easy to install and is just like the expensive ones!!,5.0,Positive,Positive,Positive
"Adequate generic replacement. Instructions could have been a little more explicit that you MUST use the attached/fixed jumper in some position. I misread them to believe you only needed it with a 3-wire setup. Also my original used sheet metal type mounting screws but this one had larger holes so I used nut-and-bolt. (various options were available, this was quickest for me)",4.0,Positive,Positive,Positive
Enfria un par de horas y después ya no funciona,4.0,Positive,Positive,Positive
"Was sent a used and/or incomplete set. The black metal bracket was bent and didn't have the red adhesive strip described in the installation instructions. Also only sent one of the side adhesive strips, was supposed to come with 2. Big waste of money.",1.0,Negative,Negative,Negative
Wife use's them all the time on her new cook top save  a lot of time cleaning the burner plates,5.0,Positive,Positive,Positive
"After researching online trying to figure out why our older Frigidaire side by side refrigerator would not cool and freezer items were beginning to thaw, I found an article that this item solved the problem in 65% of cases. So trying to save a huge repair bill, I ordered and kept my fingers crossed that we would have success.  And so far our fridge is cooling.  It’s only been about a week since the repair but we are extremely happy with a $10 repair versus who knows what it could’ve cost.",5.0,Positive,Positive,Positive
FIT PERFECT,5.0,Positive,Positive,Positive
No very disappointed does work what a rip off what a refund,1.0,Negative,Negative,Negative
Very good replacement. No issues fits perfectly,4.0,Positive,Positive,Positive
"Ordered the Freon Recharge kit (BPV Valve, Hose/Gauge, Freon Can Adapter) on July 8 to repair a Refrigerator with a Freon Leak. Package delivered July 12, but the BPV Valve wasn't in the package...  Can't really rate it or review it at this point....  Amazon can't deliver much of anything in a timely manned anymore, and I can't rely on getting the items I order anymore, so I guess Amazon is no longer my first option for ordering anything anymore...",1.0,Negative,Positive,Negative
A hair to small for my refrigerator description says it would fit but he won’t hang were it supposed to be.,2.0,Negative,Negative,Negative
"Washer stopped spinning. Thought it was the coupler, but it was still intact. Was a little tricky to get the clips on, but overall not too bad if you're willing to get your hands dirty. A 12 dollar fix as opposed to buying a 500 dollar new washer works for me. My washer is 16 years old now and working fine now thanks to this",5.0,Positive,Positive,Positive
Washer stipped working and a suggustion lead us to believe it might be the latch.  Cant say for sure because we replaced several other parts as well but the latch works and arrieved quick and was easy to install.,5.0,Positive,Positive,Positive
Fit my Primo water bottles perfectly!,5.0,Positive,Positive,Positive
It works great on our refrigerator.,5.0,Positive,Positive,Positive
"1” shorter than it should be.  Item number is right but the length is not correct.  Spent a great deal of time fiddling with my dryer thinking I had other issues and the whole time the belt was too short. Belt slipping, heating up and wearing out the aluminum motor pulley. Ended up getting a belt at a local retailer, same item number341241, but an inch longer(as it should be per mfg website indicates) and runs great now.  I bought 2 of these to have a spare- both were incorrect.",1.0,Negative,Positive,Positive
Arrived broken!,1.0,Negative,Negative,Positive
Old vent was torn.  The new one works fine.  This is the second replacement lint tray I have ordered from Amazon.,5.0,Positive,Positive,Positive
Making ice fast,5.0,Positive,Positive,Positive
VERY VERY fast shipping. Price and product are GREAT!!! Thank you.,5.0,Positive,Positive,Positive
"Belt fit perfectly; however, note to anyone doing the same, best to order the complete kit and change out the rollers while you're at it. While replacing the belt noticed a couple rollers with flat spots from being seized up with lint/hair wrapped around the mounting bolts and bearings.",5.0,Positive,Positive,Positive
"Great filters, delivered on time.",5.0,Positive,Positive,Positive
I love that each container can fit so many eggs (30) each. This will be perfect for my baby shower!,5.0,Positive,Positive,Positive
Perfect for storing and transporting deviled eggs. Would definitely recommend.,4.0,Positive,Positive,Positive
One looks good but the other showed up broken.,2.0,Negative,Positive,Positive
"[[VIDEOID:4ee17943a8aeda963a87c4b6d7ff791e]] Came in today & it's very sturdy , great quality and well worth the price :)",5.0,Positive,Positive,Positive
Headache,1.0,Negative,Negative,Negative
